40443346,-7994104748 
40443345,-799410463
40443339,-7994104426 
40443335,-7994105035 
40443339,-7994105635 
40443343,-79941059 
40443349,-79941060
40443351,-79941056
40443351,-79941050
40443354,-79941048
40443352,-79941056
40443352,-79941058
40443347,-79941063
40443343,-79941060
40443339,-79941057
40443339,-79941053
40443338,-79941048
40443342,-79941044
40443348,-79941043
40443353,-79941047
40443356,-79941058
40443354,-79941064
40443345,-79941068
40443337,-79941067
40443331,-79941059
40443327,-79941042
40443333,-79941030
40443344,-79941027
40443355,-79941032
40443362,-79941037
40443370,-79941044
40443374,-79941057
40443372,-79941070
40443370,-79941080
40443349,-79941100
40443335,-79941100
40443326,-79941085
40443317,-79941067
40443307,-79941042
40443301,-79941024
40443312,-79941006
40443331,-79941017
40443347,-79941016
40443359,-79941013
40443374,-79941009
40443384,-79941021
40443391,-79941040
40443395,-79941052
40443387,-79941065
40443377,-79941072
40443365.000000,-79941108.000000 
40443365.000000,-79941103.000000 
40443365.000000,-79941098.000000 
40443365.000000,-79941093.000000 
40443365.000000,-79941088.000000 
40443365.000000,-79941083.000000 
40443365.000000,-79941078.000000 
40443365.000000,-79941073.000000 
40443365.000000,-79941068.000000 
40443365.000000,-79941063.000000 
40443365.000000,-79941058.000000 
40443365.000000,-79941053.000000 
40443365.000000,-79941048.000000 
40443365.000000,-79941043.000000 
40443365.000000,-79941038.000000 
40443365.000000,-79941033.000000 
40443365.000000,-79941028.000000 
40443365.000000,-79941023.000000 
40443365.000000,-79941018.000000 
40443365.000000,-79941013.000000 
40443365.000000,-79941008.000000 
