2.600000,5.700000 
2.600000,5.800000 
2.600000,5.900000 
2.600000,6.000000 
2.600000,6.100000 
2.600000,6.200000 
2.700000,5.600000 
2.700000,5.700000 
2.700000,5.800000 
2.700000,5.900000 
2.700000,6.000000 
2.700000,6.100000 
2.700000,6.200000 
2.700000,6.300000 
2.800000,5.600000 
2.800000,5.700000 
2.800000,5.800000 
2.800000,5.900000 
2.800000,6.000000 
2.800000,6.100000 
2.800000,6.200000 
2.800000,6.300000 
2.800000,6.400000 
2.900000,5.600000 
2.900000,5.700000 
2.900000,5.800000 
2.900000,5.900000 
2.900000,6.000000 
2.900000,6.100000 
2.900000,6.200000 
2.900000,6.300000 
2.900000,6.400000 
3.000000,5.600000 
3.000000,5.700000 
3.000000,5.800000 
3.000000,5.900000 
3.000000,6.000000 
3.000000,6.100000 
3.000000,6.200000 
3.000000,6.300000 
3.000000,6.400000 
3.100000,5.600000 
3.100000,5.700000 
3.100000,5.800000 
3.100000,5.900000 
3.100000,6.000000 
3.100000,6.100000 
3.100000,6.200000 
3.100000,6.300000 
3.100000,6.400000 
3.200000,5.600000 
3.200000,5.700000 
3.200000,5.800000 
3.200000,5.900000 
3.200000,6.000000 
3.200000,6.100000 
3.200000,6.200000 
3.200000,6.300000 
3.200000,6.400000 
3.300000,5.600000 
3.300000,5.700000 
3.300000,5.800000 
3.300000,5.900000 
3.300000,6.000000 
3.300000,6.100000 
3.300000,6.200000 
3.300000,6.300000 
3.400000,5.800000 
3.400000,5.900000 
3.400000,6.000000 
3.400000,6.100000 
3.400000,6.200000 
5.600000,10.700000 
5.600000,10.800000 
5.600000,10.900000 
5.600000,11.000000 
5.600000,11.100000 
5.600000,11.200000 
5.700000,10.600000 
5.700000,10.700000 
5.700000,10.800000 
5.700000,10.900000 
5.700000,11.000000 
5.700000,11.100000 
5.700000,11.200000 
5.700000,11.300000 
5.800000,10.600000 
5.800000,10.700000 
5.800000,10.800000 
5.800000,10.900000 
5.800000,11.000000 
5.800000,11.100000 
5.800000,11.200000 
5.800000,11.300000 
5.800000,11.400000 
5.900000,10.600000 
5.900000,10.700000 
5.900000,10.800000 
5.900000,10.900000 
5.900000,11.000000 
5.900000,11.100000 
5.900000,11.200000 
5.900000,11.300000 
5.900000,11.400000 
6.000000,10.600000 
6.000000,10.700000 
6.000000,10.800000 
6.000000,10.900000 
6.000000,11.000000 
6.000000,11.100000 
6.000000,11.200000 
6.000000,11.300000 
6.000000,11.400000 
6.100000,10.600000 
6.100000,10.700000 
6.100000,10.800000 
6.100000,10.900000 
6.100000,11.000000 
6.100000,11.100000 
6.100000,11.200000 
6.100000,11.300000 
6.100000,11.400000 
6.200000,10.600000 
6.200000,10.700000 
6.200000,10.800000 
6.200000,10.900000 
6.200000,11.000000 
6.200000,11.100000 
6.200000,11.200000 
6.200000,11.300000 
6.200000,11.400000 
6.300000,10.600000 
6.300000,10.700000 
6.300000,10.800000 
6.300000,10.900000 
6.300000,11.000000 
6.300000,11.100000 
6.300000,11.200000 
6.300000,11.300000 
6.400000,10.700000 
6.400000,10.800000 
6.400000,10.900000 
6.400000,11.000000 
6.400000,11.100000 
6.400000,11.200000 
